Unnamed: 0,text,sentiment,label,cleaned_text
138,"aaj, ilahabad uchch state in india ke sabse largest state par nyayadhikar hai jismen hamari jansnkhya ka lagabhag chhatha hissa shamil tha.
",neutral,1,aaj ilahabad uchch state in india ke sabse largest state par nyayadhikar hai jismen hamari jansnkhya ka lagabhag chhatha hissa shamil tha
139,"in equipments se grids star ki electricity business residential community buildings v vyaparik centers ko prdan ki ja sakti hai.
",neutral,1,in equipments se grids star ki electricity business residential community buildings v vyaparik centers ko prdan ki ja sakti hai
140,"phir hamne use booa lowest of low past se past halat ki taraph pher diya
",negative,0,phir hamne use booa lowest of low past se past halat ki taraph pher diya
141,"aur agar GPS nahin hai
",negative,0,aur agar gps nahin hai
142,"proofs ke section ke tahat online  mere anupryog  men prvesh karne ya sidhe ek di office se snpark karne ke bad prastut kiya ja sakta hai.
",neutral,1,proofs ke section ke tahat online mere anupryog men prvesh karne ya sidhe ek di office se snpark karne ke bad prastut kiya ja sakta hai
143,"certificate pahle hi aayatit kiya ja chuka hai
",neutral,1,certificate pahle hi aayatit kiya ja chuka hai
144,"ki kisi ko exalting karegi kisi ko buland
",negative,0,ki kisi ko exalting karegi kisi ko buland
145,"magar ho sakta hai ki aap morning ke waking up crying hue paye jayen.
",negative,0,magar ho sakta hai ki aap morning ke waking up crying hue paye jayen
146,"jo  guidance  un logon ke lie hidayat v mercy hai
",positive,2,jo guidance un logon ke lie hidayat v mercy hai
147,"ye vazee v clear book ki aayten hai
",positive,2,ye vazee v clear book ki aayten hai
148,"uske bad company ne supreme court ka darvaja khatakhtaya
",positive,2,uske bad company ne supreme court ka darvaja khatakhtaya
149,"ae prophet! inkar karnevalon aur kaptachariyon se jihad karo aur unke sath sati se pesh aao. unka thikana jahannam hai aur vah antta pahunchne ki bahut buri jagah hai
",positive,2,ae prophet inkar karnevalon aur kaptachariyon se jihad karo aur unke sath sati se pesh aao unka thikana jahannam hai aur vah antta pahunchne ki bahut buri jagah hai
150,"ki jo chiz pasand karoge tum ko vahan zaroor milegi
",positive,2,ki jo chiz pasand karoge tum ko vahan zaroor milegi
151,"aur destroyed the rest phir hamne un logon ko utterly kar dala
",negative,0,aur destroyed the rest phir hamne un logon ko utterly kar dala
152,"to nay sunset ki muri ki redness
",negative,0,to nay sunset ki muri ki redness
153,"kuchh to musolini ke samman nivedan se prasann hokar aur kuchh uske colourful personality aur ancient and lively snskriti par uske prbhav ko dekhne ki chah se ravindrnath ne itli ka aamntran svikar kiya ve 15 mee 1926 ko nepals ke lie ravana hue
",positive,2,kuchh to musolini ke samman nivedan se prasann hokar aur kuchh uske colourful personality aur ancient and lively snskriti par uske prbhav ko dekhne ki chah se ravindrnath ne itli ka aamntran svikar kiya ve mee ko nepals ke lie ravana hue
154,"sardar bhat sinh pnjab ki  naujvan bharat sabha  nam se viyat yuva aandolan ke neta the , jisse bad men subhash chandr ka bhi antrng sahachary sthapit huaa
",neutral,1,sardar bhat sinh pnjab ki naujvan bharat sabha nam se viyat yuva aandolan ke neta the jisse bad men subhash chandr ka bhi antrng sahachary sthapit huaa
155,"pmo mntri karyalay men financial year 2015-16 ke rs such koee bhi items nahi kharida gaya jiska value 10 lakh rupe ya usse more ho.
",positive,2,pmo mntri karyalay men financial year ke rs such koee bhi items nahi kharida gaya jiska value lakh rupe ya usse more ho
156,"isi prkar mandapa ki do lateral walls men panch ubhar hara elements ke anuroop hain jismen se har disha men central ek devakoshtha hai jo puna shrine entrance ke side aur front ki eastern wall ke side khndon par prapy hai.
",positive,2,isi prkar mandapa ki do lateral walls men panch ubhar hara elements ke anuroop hain jismen se har disha men central ek devakoshtha hai jo puna shrine entrance ke side aur front ki eastern wall ke side khndon par prapy hai
157,"india , un rashtr security council ki permanent membership ki  claim ke prti tanzania ke support ke lie grateful hai.
",positive,2,india un rashtr security council ki permanent membership ki claim ke prti tanzania ke support ke lie grateful hai
158,"dooradarshan ne financial year 2000-2001 ke dauran vyaprik vijnjapnon se lagabhag chhah arab 37 karor rupye programmes earned
",neutral,1,dooradarshan ne financial year ke dauran vyaprik vijnjapnon se lagabhag chhah arab karor rupye programmes earned
159,"business in media knpniyon ki hava nikal di.
",positive,2,business in media knpniyon ki hava nikal di
160,"prtibimbit lake ke back walking path
",neutral,1,prtibimbit lake ke back walking path
161,"contest the election hetu lagabhag sabhi political parties apne pratyashi khare kartin hain.
",positive,2,contest the election hetu lagabhag sabhi political parties apne pratyashi khare kartin hain
162,"vo standing hain, unke slightly joote ek-doosre se thore door, par zamin par achchhi tarah jame hue
",neutral,1,vo standing hain unke slightly joote ekdoosre se thore door par zamin par achchhi tarah jame hue
163,"aap ek pack le sakte hain
",neutral,1,aap ek pack le sakte hain
164,"section - 231 , aay-kar act , 1961-2018
",neutral,1,section aaykar act
165,"body of humans humans are prone aatma ka kabhi nash nahin hota.
",negative,0,body of humans humans are prone aatma ka kabhi nash nahin hota
166,"parallel transfers ko bahuvidh path ki aavashyakta hoti hai.
",neutral,1,parallel transfers ko bahuvidh path ki aavashyakta hoti hai
167,"aur usko bhi chalis million times viewed four million
",neutral,1,aur usko bhi chalis million times viewed four million
168,"s folder ke lie ke lie quota prapt kar raha hai
",neutral,1,s folder ke lie ke lie quota prapt kar raha hai
169,"important speeches men ve in donon ko udghrit karna nahin chance the.
",positive,2,important speeches men ve in donon ko udghrit karna nahin chance the
170,"tyoob ko achchhi tarah lagaen jisse ki stove aur regulator push ke nozzle ko full tarah dhnka ja sake.
",neutral,1,tyoob ko achchhi tarah lagaen jisse ki stove aur regulator push ke nozzle ko full tarah dhnka ja sake
171,"ne messages arrive par enable audible notifications karen
",neutral,1,ne messages arrive par enable audible notifications karen
172,"pichhe ek bari sabhi huee jismen hakim sahab aur pandit hakim ke public hue.
",neutral,1,pichhe ek bari sabhi huee jismen hakim sahab aur pandit hakim ke public hue
173,"paranabhik ko nabhi ke pas sthit jana jata hai
",neutral,1,paranabhik ko nabhi ke pas sthit jana jata hai
174,"aur jab garden nikat kar di jaegi ,
",neutral,1,aur jab garden nikat kar di jaegi
175,"panduvarn ya pitavarn complexion ko refers karta hai
",neutral,1,panduvarn ya pitavarn complexion ko refers karta hai
176,"in sabhi forms ka areas evn business activities aayojit karne ke vishishta kshetr own
",neutral,1,in sabhi forms ka areas evn business activities aayojit karne ke vishishta kshetr own
177,"group of people samooh jo samoohik rup se kisi karypryojan people who work
",neutral,1,group of people samooh jo samoohik rup se kisi karypryojan people who work
178,"aryans deities ki koee statues ya temples nahin banate the.
",neutral,1,aryans deities ki koee statues ya temples nahin banate the
179,"jo bhi mere sath chalta hai uski life and death mere hathon men hoti hai .
",negative,0,jo bhi mere sath chalta hai uski life and death mere hathon men hoti hai
180,"crowding bhi destruction ke any karnon ko janm deti hai, jaise bimari aur aparyapt poshan.
",negative,0,crowding bhi destruction ke any karnon ko janm deti hai jaise bimari aur aparyapt poshan
181,"ham win vale hain kyonki hamare pas ek sapna hai.
",positive,2,ham win vale hain kyonki hamare pas ek sapna hai
182,"indian partnership act , 1932 ki section 4
",neutral,1,indian partnership act ki section
183,"inspired shikshak apne udaharan se apne vidyarthiyon instill good moral moolyon ka samavesh kar sakte hain.
",positive,2,inspired shikshak apne udaharan se apne vidyarthiyon instill good moral moolyon ka samavesh kar sakte hain
184,"kripya apne vyaktigat health and well-being aur republic of equatorial ki maitripoorn janta ki pragti aur samriddhi ke lie meri shubhkamnaen svikar karen.
",positive,2,kripya apne vyaktigat health and wellbeing aur republic of equatorial ki maitripoorn janta ki pragti aur samriddhi ke lie meri shubhkamnaen svikar karen
185,"selected bookmark ko ne tab men open
",neutral,1,selected bookmark ko ne tab men open
186,"yah patrak batata hai ki vitamin ke kh deficiency bleeding vitamin ke kh ki kabhi kami ki vajah se khoon bahne lagna kya current advice yah vitamin ke kh sapliments ke labh aur snbhavit prtikool paristhitiyon ke bare men bhi jankari deta current advice
",positive,2,yah patrak batata hai ki vitamin ke kh deficiency bleeding vitamin ke kh ki kabhi kami ki vajah se khoon bahne lagna kya current advice yah vitamin ke kh sapliments ke labh aur snbhavit prtikool paristhitiyon ke bare men bhi jankari deta current advice
187,"square aditala ki outer wall par uske prastara ke oopar corners par char karnakutas aur wall ke central khndon ke oopar bich men char shala hainniche adhishthan ko front baakar wider kar diya gaya hai , taki samne ek adhik bare square mandapa ka base ban sake
",positive,2,square aditala ki outer wall par uske prastara ke oopar corners par char karnakutas aur wall ke central khndon ke oopar bich men char shala hainniche adhishthan ko front baakar wider kar diya gaya hai taki samne ek adhik bare square mandapa ka base ban sake
188,"ve revolution ki products thin
",neutral,1,ve revolution ki products thin
189,"smoking , madira drinking , chinta , prdushan , high environment
",negative,0,smoking madira drinking chinta prdushan high environment
190,"bajat pesh karte hue budget speech diya jata hai jo vastav men snsad men sabse important speeches men se ek hota hai
",positive,2,bajat pesh karte hue budget speech diya jata hai jo vastav men snsad men sabse important speeches men se ek hota hai
191,"jo koee virtue shall receive aaya use usse uttam prapt hoga, aur jo bura aacharan lekar aaya to buraiyan karnevalon ko to vas vahi milega jo ve karte the
",positive,2,jo koee virtue shall receive aaya use usse uttam prapt hoga aur jo bura aacharan lekar aaya to buraiyan karnevalon ko to vas vahi milega jo ve karte the
192,"indian partnership act, 1932 ki section 4
",neutral,1,indian partnership act ki section
193,"observable jane vale universe ke edge se
",neutral,1,observable jane vale universe ke edge se
194,"magar ye surely n hoga
",negative,0,magar ye surely n hoga
195,"jal conservation and management snbndhi parliamentary forum
",neutral,1,jal conservation and management snbndhi parliamentary forum
196,"tathapi fact yah hai ki hamara region least integrated aur viksit greater huaa hai , jo hamare trade effort ke intensification sahyog aur teji ki need darshata hai.
",positive,2,tathapi fact yah hai ki hamara region least integrated aur viksit greater huaa hai jo hamare trade effort ke intensification sahyog aur teji ki need darshata hai
197,"size aur location ka main window
",neutral,1,size aur location ka main window
198,"game ke pas koee solution nahin hai  vapas le ya phir shuroo karen
",negative,0,game ke pas koee solution nahin hai vapas le ya phir shuroo karen
199,"tumhe dukh men help i bhi dukh ho raha hai , islie tum best ko bachane ki main ji-jan se koshish karoonga.
",positive,2,tumhe dukh men help i bhi dukh ho raha hai islie tum best ko bachane ki main jijan se koshish karoonga
200,"is sahejen , to ek aur banane ke lie :
",positive,2,is sahejen to ek aur banane ke lie
201,"aur samood ke sath kya kiya jo valley ra carved the rocks kar ghar banate the
",neutral,1,aur samood ke sath kya kiya jo valley ra carved the rocks kar ghar banate the
202,"new channel ke vimochan ki date tay karne ke lie meeting bulaee gee.
",neutral,1,new channel ke vimochan ki date tay karne ke lie meeting bulaee gee
203,"usmen , usual jaisa hota hai , malaen pahnaee gee aur speeches aadi hue.
",neutral,1,usmen usual jaisa hota hai malaen pahnaee gee aur speeches aadi hue
204,"1988 me skool ke ek haris sheild match ke dauran sathi ballebaj vinod kanbli ke sath sachin ne aetihasik 664 rano ki avijit sajhedari ki.
",neutral,1,me skool ke ek haris sheild match ke dauran sathi ballebaj vinod kanbli ke sath sachin ne aetihasik rano ki avijit sajhedari ki
205,"bari bhayavah bet thi yah .
",negative,0,bari bhayavah bet thi yah
206,"id aaeedi , system men chaloo pratyek process ke lie ek unique number aavntit karta hai.
",positive,2,id aaeedi system men chaloo pratyek process ke lie ek unique number aavntit karta hai
207,"geographic size india ke aadhar par vishv ka satvan sabse seventh largest country
",neutral,1,geographic size india ke aadhar par vishv ka satvan sabse seventh largest country
208,"allows bugzilla URL khinchna note sidhe gnote men  bug number ko bataur url jora jata hai ise nikat koee little bug chihn ke sath
",negative,0,allows bugzilla url khinchna note sidhe gnote men bug number ko bataur url jora jata hai ise nikat koee little bug chihn ke sath
209,"article 90 men rajya sabha ke exists ke lie similar hi provision he
",neutral,1,article men rajya sabha ke exists ke lie similar hi provision he
210,"ab us rand ka face don dekhna.
",negative,0,ab us rand ka face don dekhna
211,"ata tum donon apne rab ki anukampaon men se kis-kis ko deny
",positive,2,ata tum donon apne rab ki anukampaon men se kiskis ko deny
212,"in sevices ke leaflets men detailed informaiton ke lie patrika available hai.
",neutral,1,in sevices ke leaflets men detailed informaiton ke lie patrika available hai
213,"aur ye ki hamara to men tha ki aadmi aur jin uda ki jinn jhoothi bat nahin bol sakte
",negative,0,aur ye ki hamara to men tha ki aadmi aur jin uda ki jinn jhoothi bat nahin bol sakte
214,"aur ibrahim ne apni aum se kaha ki tum logon ne uda ko chhorakar buto ko sirph duniya ki zindgi men baham mohabt karne ki vajah se uda bana rakha hai phir yamat ke din tum men se ek ka ek inkar karega aur ek doosre par lanat karega aur aair tum logon ka thikana jahannum hai aur us vakt tumhara koee bhi madadgar n hoga
",negative,0,aur ibrahim ne apni aum se kaha ki tum logon ne uda ko chhorakar buto ko sirph duniya ki zindgi men baham mohabt karne ki vajah se uda bana rakha hai phir yamat ke din tum men se ek ka ek inkar karega aur ek doosre par lanat karega aur aair tum logon ka thikana jahannum hai aur us vakt tumhara koee bhi madadgar n hoga
